index,Image reference,Coder name,Coding date,Road survey date,Road name,Section,Distance,Length,Latitude start,Longitude start,Landmark,Comments,Carriageway,Upgrade cost,Motorcycle observed flow,Bicycle observed flow,Pedestrian observed flow across the road,Pedestrian observed flow along the road driver-side,Pedestrian observed flow along the road passenger-side,Land use - driver-side,Land use - passenger-side,Area type,Speed limit,Motorcycle speed limit,Truck speed limit,Differential speed limits,Median type,Centreline rumble strips,Roadside severity - driver-side distance,Roadside severity - driver-side object,Roadside severity - passenger-side distance,Roadside severity - passenger-side object,Shoulder rumble strips,Paved shoulder - driver-side,Paved shoulder - passenger-side,Intersection type,Intersection channelisation,Intersecting road volume,Intersection quality,Property access points,Number of lanes,Lane width,Curvature,Quality of curve,Grade,Road condition,Skid resistance / grip,Delineation,Street lighting,Pedestrian crossing facilities - inspected road,Pedestrian crossing quality,Pedestrian crossing facilities - intersecting road,Pedestrian fencing,Speed management / traffic calming,Vehicle parking,Sidewalk - driver-side,Sidewalk - passenger-side,Service road,Facilities for motorised two wheelers,Facilities for bicycles,Roadworks,Sight distance,Vehicle flow (AADT),Motorcycle %,Pedestrian peak hour flow across the road,Pedestrian peak hour flow along the road driver-side,Pedestrian peak hour flow along the road passenger-side,Bicycle peak hour flow,Operating Speed (85th percentile),Operating Speed (mean),Roads that cars can read,Vehicle Occupant Star Rating Policy Target,Motorcycle Star Rating Policy Target,Pedestrian Star Rating Policy Target,Bicycle Star Rating Policy Target,Annual Fatality Growth Multiplier,School zone warning,School zone crossing supervisor,Latitude end,Longitude end,route,control,control_name,km_start_fraction,km_end_fraction,image_id
33,"['28000_28100_117807_1.jpg', '28000_28100_117807_2.jpg', '28000_28100_117807_3.jpg', '28000_28100_117807_4.jpg']",staff_cu,08/12/2023,,1,201,0.1,0.29,13.95333029,100.6217996,,1396,1,3,2,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,1,2,1,3,3,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,99011,3,1,1,6,2,14,15,1,1,3,3,3,1,4,3,13.95333783,100.6218348,1,201,à¸ªà¸™à¸²à¸¡à¸à¸µà¸¬à¸²à¸˜à¸¹à¸›à¸°à¹€à¸•à¸¡à¸µà¸¢à¹Œ - à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡,28000,28100,128
34,"['28100_28200_117809_1.jpg', '28100_28200_117809_2.jpg', '28100_28200_117809_3.jpg', '28100_28200_117809_4.jpg']",staff_cu,08/12/2023,,1,201,0.1,0.39,13.95422377,100.6216307,,1396,1,3,2,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,1,2,1,3,3,12,1,7,3,4,2,1,2,1,1,1,1,2,2,7,3,7,1,1,1,5,5,2,6,4,1,1,99011,3,1,1,6,2,14,15,1,1,3,3,3,1,4,3,13.95423028,100.6216662,1,201,à¸ªà¸™à¸²à¸¡à¸à¸µà¸¬à¸²à¸˜à¸¹à¸›à¸°à¹€à¸•à¸¡à¸µà¸¢à¹Œ - à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡,28100,28200,132
35,"['28200_28300_117811_1.jpg', '28200_28300_117811_2.jpg', '28200_28300_117811_3.jpg', '28200_28300_117811_4.jpg']",staff_cu,08/12/2023,,1,201,0.1,0.49,13.95508584,100.621398,,1396,1,3,2,1,1,1,1,1,3,2,13,13,11,1,2,1,1,2,1,2,1,3,3,12,1,7,3,4,2,1,2,1,1,1,1,2,2,7,3,7,1,1,1,5,5,2,6,4,1,1,99011,3,1,1,6,2,14,15,1,1,3,3,3,1,4,3,13.95510272,100.6214298,1,201,à¸ªà¸™à¸²à¸¡à¸à¸µà¸¬à¸²à¸˜à¸¹à¸›à¸°à¹€à¸•à¸¡à¸µà¸¢à¹Œ - à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡,28200,28300,136
36,"['28300_28400_117813_1.jpg', '28300_28400_117813_2.jpg', '28300_28400_117813_3.jpg']",staff_cu,08/12/2023,,1,201,0.1,0.59,13.95585225,100.6209984,,1396,1,3,2,1,1,1,1,1,3,2,13,13,11,1,2,1,1,2,1,2,1,3,3,12,1,7,3,4,2,1,2,1,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,99011,3,1,1,6,2,14,15,1,1,3,3,3,1,4,3,13.95584647,100.621034,1,201,à¸ªà¸™à¸²à¸¡à¸à¸µà¸¬à¸²à¸˜à¸¹à¸›à¸°à¹€à¸•à¸¡à¸µà¸¢à¹Œ - à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡,28300,28400,140
37,"['28400_28500_117815_3.jpg', '28400_28500_117815_4.jpg']",staff_cu,08/12/2023,,1,201,0.1,0.69,13.95674831,100.6210842,,1396,1,3,2,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,1,12,1,3,3,12,1,7,3,4,2,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,1,6,4,1,1,99011,3,1,1,6,2,14,15,1,1,3,3,3,1,4,3,13.9567502,100.6211202,1,201,à¸ªà¸™à¸²à¸¡à¸à¸µà¸¬à¸²à¸˜à¸¹à¸›à¸°à¹€à¸•à¸¡à¸µà¸¢à¹Œ - à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡,28400,28500,143
38,"['28500_28600_117817_1.jpg', '28500_28600_117817_2.jpg', '28500_28600_117817_3.jpg', '28500_28600_117817_4.jpg']",staff_cu,08/12/2023,,1,201,0.1,0.79,13.95764894,100.621037,,1396,1,3,2,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,2,12,1,3,3,1,1,6,1,1,4,1,1,3,1,1,1,1,2,1,1,1,1,1,1,5,2,2,6,4,1,1,99011,3,1,1,6,2,14,15,1,1,3,3,3,1,4,3,13.95765716,100.6210721,1,201,à¸ªà¸™à¸²à¸¡à¸à¸µà¸¬à¸²à¸˜à¸¹à¸›à¸°à¹€à¸•à¸¡à¸µà¸¢à¹Œ - à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡,28500,28600,145
39,"['28600_28700_117819_1.jpg', '28600_28700_117819_2.jpg', '28600_28700_117819_3.jpg', '28600_28700_117819_4.jpg']",staff_cu,08/12/2023,,1,201,0.1,0.89,13.95853127,100.620817,,1396,1,3,2,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,1,15,1,3,3,1,1,6,1,1,4,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,3,2,6,4,1,1,99011,3,1,1,6,2,14,15,1,1,3,3,3,1,4,3,13.95853743,100.6208525,1,201,à¸ªà¸™à¸²à¸¡à¸à¸µà¸¬à¸²à¸˜à¸¹à¸›à¸°à¹€à¸•à¸¡à¸µà¸¢à¹Œ - à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡,28600,28700,149
40,"['28700_28800_117821_1.jpg', '28700_28800_117821_2.jpg', '28700_28800_117821_3.jpg', '28700_28800_117821_4.jpg']",staff_cu,08/12/2023,,1,201,0.1,0.99,13.95942505,100.6206643,,1396,1,3,2,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,1,2,1,3,3,12,1,7,3,1,4,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,99011,3,1,1,6,2,14,15,1,1,3,3,3,1,4,3,13.95943148,100.6206998,1,201,à¸ªà¸™à¸²à¸¡à¸à¸µà¸¬à¸²à¸˜à¸¹à¸›à¸°à¹€à¸•à¸¡à¸µà¸¢à¹Œ - à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡,28700,28800,153
41,"['28800_28900_117822_1.jpg', '28800_28900_117822_2.jpg', '28800_28900_117822_3.jpg', '28800_28900_117822_4.jpg']",staff_cu,08/12/2023,,1,201,0.1,1.09,13.96032041,100.6205042,,1396,1,3,2,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,1,15,1,3,3,12,1,7,3,4,4,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,99011,3,1,1,6,2,14,15,1,1,3,3,3,1,4,3,13.96032503,100.6205399,1,201,à¸ªà¸™à¸²à¸¡à¸à¸µà¸¬à¸²à¸˜à¸¹à¸›à¸°à¹€à¸•à¸¡à¸µà¸¢à¹Œ - à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡,28800,28900,157
42,"['28900_29000_117824_1.jpg', '28900_29000_117824_2.jpg', '28900_29000_117824_3.jpg', '28900_29000_117824_4.jpg']",staff_cu,08/12/2023,,1,201,0.1,1.19,13.96121219,100.6203353,,1396,1,3,2,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,1,15,1,3,3,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,99011,3,1,1,6,2,14,15,1,1,3,3,3,1,4,3,13.96121738,100.6203709,1,201,à¸ªà¸™à¸²à¸¡à¸à¸µà¸¬à¸²à¸˜à¸¹à¸›à¸°à¹€à¸•à¸¡à¸µà¸¢à¹Œ - à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡,28900,29000,161
43,"['29000_29100_117826_1.jpg', '29000_29100_117826_2.jpg', '29000_29100_117826_3.jpg', '29000_29100_117826_4.jpg']",staff_cu,08/12/2023,,1,201,0.1,1.29,13.9621063,100.6201848,,1396,1,3,2,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,1,2,1,3,2,1,1,6,1,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,99011,3,1,1,6,2,14,15,1,1,3,3,3,1,4,3,13.96211281,100.6202202,1,201,à¸ªà¸™à¸²à¸¡à¸à¸µà¸¬à¸²à¸˜à¸¹à¸›à¸°à¹€à¸•à¸¡à¸µà¸¢à¹Œ - à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡,29000,29100,165
44,"['29100_29200_117828_1.jpg', '29100_29200_117828_2.jpg', '29100_29200_117828_3.jpg', '29100_29200_117828_4.jpg']",staff_cu,08/12/2023,,1,201,0.1,1.39,13.96299959,100.6200208,,1396,1,3,2,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,1,15,1,3,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,99011,3,1,1,6,2,14,15,1,1,3,3,3,1,4,3,13.96300611,100.6200563,1,201,à¸ªà¸™à¸²à¸¡à¸à¸µà¸¬à¸²à¸˜à¸¹à¸›à¸°à¹€à¸•à¸¡à¸µà¸¢à¹Œ - à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡,29100,29200,169
45,"['29200_29300_117830_1.jpg', '29200_29300_117830_2.jpg', '29200_29300_117830_3.jpg', '29200_29300_117830_4.jpg']",staff_cu,08/12/2023,,1,201,0.1,1.49,13.96389666,100.6198668,,1396,1,3,2,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,1,2,1,3,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,99011,3,1,1,6,2,14,15,1,1,3,3,3,1,4,3,13.96390107,100.6199026,1,201,à¸ªà¸™à¸²à¸¡à¸à¸µà¸¬à¸²à¸˜à¸¹à¸›à¸°à¹€à¸•à¸¡à¸µà¸¢à¹Œ - à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡,29200,29300,173
46,"['29300_29400_117832_1.jpg', '29300_29400_117832_2.jpg', '29300_29400_117832_3.jpg', '29300_29400_117832_4.jpg']",staff_cu,08/12/2023,,1,201,0.1,1.59,13.96479636,100.619758,,1396,1,3,2,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,1,2,1,3,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,99011,3,1,1,6,2,14,15,1,1,3,3,3,1,4,3,13.9648007,100.6197938,1,201,à¸ªà¸™à¸²à¸¡à¸à¸µà¸¬à¸²à¸˜à¸¹à¸›à¸°à¹€à¸•à¸¡à¸µà¸¢à¹Œ - à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡,29300,29400,177
47,"['29400_29500_117834_1.jpg', '29400_29500_117834_2.jpg', '29400_29500_117834_3.jpg', '29400_29500_117834_4.jpg']",staff_cu,08/12/2023,,1,201,0.1,1.69,13.96567989,100.6195788,,1396,1,3,1,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,1,2,1,3,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,99011,3,1,1,6,2,14,15,1,1,3,3,3,1,4,3,13.96568836,100.6196138,1,201,à¸ªà¸™à¸²à¸¡à¸à¸µà¸¬à¸²à¸˜à¸¹à¸›à¸°à¹€à¸•à¸¡à¸µà¸¢à¹Œ - à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡,29400,29500,181
48,"['29500_29600_117836_1.jpg', '29500_29600_117836_2.jpg', '29500_29600_117836_3.jpg', '29500_29600_117836_4.jpg']",staff_cu,08/12/2023,,1,201,0.1,1.79,13.96656274,100.6193653,,1396,1,3,1,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,1,15,1,3,2,12,1,7,3,1,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,99011,3,1,1,6,2,14,15,1,1,3,3,3,1,4,3,13.96657122,100.6194003,1,201,à¸ªà¸™à¸²à¸¡à¸à¸µà¸¬à¸²à¸˜à¸¹à¸›à¸°à¹€à¸•à¸¡à¸µà¸¢à¹Œ - à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡,29500,29600,185
49,"['29600_29700_117838_1.jpg', '29600_29700_117838_2.jpg', '29600_29700_117838_3.jpg', '29600_29700_117838_4.jpg']",staff_cu,08/12/2023,,1,201,0.1,1.89,13.96745755,100.6191931,,1396,1,3,1,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,1,2,1,3,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,99011,3,1,1,6,2,14,15,1,1,3,3,3,1,4,3,13.96746263,100.6192288,1,201,à¸ªà¸™à¸²à¸¡à¸à¸µà¸¬à¸²à¸˜à¸¹à¸›à¸°à¹€à¸•à¸¡à¸µà¸¢à¹Œ - à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡,29600,29700,189
50,"['29700_29800_117840_1.jpg', '29700_29800_117840_2.jpg', '29700_29800_117840_3.jpg', '29700_29800_117840_4.jpg']",staff_cu,08/12/2023,,1,201,0.1,1.99,13.96835544,100.6190651,,1396,1,3,1,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,1,2,1,3,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,99011,3,1,1,6,2,14,15,1,1,3,3,3,1,4,3,13.96836153,100.6191006,1,201,à¸ªà¸™à¸²à¸¡à¸à¸µà¸¬à¸²à¸˜à¸¹à¸›à¸°à¹€à¸•à¸¡à¸µà¸¢à¹Œ - à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡,29700,29800,193
51,"['29800_29900_117842_1.jpg', '29800_29900_117842_2.jpg', '29800_29900_117842_3.jpg', '29800_29900_117842_4.jpg']",staff_cu,08/12/2023,,1,201,0.1,2.09,13.96924925,100.6189088,,1396,1,3,1,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,1,2,1,3,1,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,99011,3,1,1,6,2,14,15,1,1,3,3,3,1,4,3,13.96925613,100.6189442,1,201,à¸ªà¸™à¸²à¸¡à¸à¸µà¸¬à¸²à¸˜à¸¹à¸›à¸°à¹€à¸•à¸¡à¸µà¸¢à¹Œ - à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡,29800,29900,197
52,"['29900_30000_117844_1.jpg', '29900_30000_117844_2.jpg', '29900_30000_117844_3.jpg', '29900_30000_117844_4.jpg']",staff_cu,08/12/2023,,1,201,0.1,2.19,13.97013795,100.6187223,,1396,1,3,1,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,1,2,1,3,3,1,1,6,1,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,99011,3,1,1,6,2,14,15,1,1,3,3,3,1,4,3,13.97014424,100.6187578,1,201,à¸ªà¸™à¸²à¸¡à¸à¸µà¸¬à¸²à¸˜à¸¹à¸›à¸°à¹€à¸•à¸¡à¸µà¸¢à¹Œ - à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡,29900,30000,201
53,"['30000_30100_117845_1.jpg', '30000_30100_117845_2.jpg', '30000_30100_117845_3.jpg', '30000_30100_117845_4.jpg']",staff_cu,08/12/2023,,1,201,0.1,2.29,13.97103139,100.6185599,,1396,1,3,1,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,1,12,1,3,3,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,99011,3,1,1,6,2,14,15,1,1,3,3,3,1,4,3,13.97103789,100.6185954,1,201,à¸ªà¸™à¸²à¸¡à¸à¸µà¸¬à¸²à¸˜à¸¹à¸›à¸°à¹€à¸•à¸¡à¸µà¸¢à¹Œ - à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡,30000,30100,205
54,"['30100_30200_117847_1.jpg', '30100_30200_117847_2.jpg', '30100_30200_117847_3.jpg', '30100_30200_117847_4.jpg']",staff_cu,08/12/2023,,1,201,0.1,2.39,13.97192641,100.6184023,,1396,1,3,1,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,1,15,1,3,3,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,99011,3,1,1,6,2,14,15,1,1,3,3,3,1,4,3,13.97193241,100.6184379,1,201,à¸ªà¸™à¸²à¸¡à¸à¸µà¸¬à¸²à¸˜à¸¹à¸›à¸°à¹€à¸•à¸¡à¸µà¸¢à¹Œ - à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡,30100,30200,209
55,"['30200_30300_117849_1.jpg', '30200_30300_117849_2.jpg', '30200_30300_117849_3.jpg', '30200_30300_117849_4.jpg']",staff_cu,08/12/2023,,1,201,0.1,2.49,13.9728181,100.6182362,,1396,1,3,1,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,1,2,1,3,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,99011,3,1,1,6,2,14,15,1,1,3,3,3,1,4,3,13.97282531,100.6182715,1,201,à¸ªà¸™à¸²à¸¡à¸à¸µà¸¬à¸²à¸˜à¸¹à¸›à¸°à¹€à¸•à¸¡à¸µà¸¢à¹Œ - à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡,30200,30300,213
56,"['30300_30400_117851_1.jpg', '30300_30400_117851_2.jpg', '30300_30400_117851_3.jpg', '30300_30400_117851_4.jpg']",staff_cu,08/12/2023,,1,201,0.1,2.59,13.97370971,100.6180593,,1396,1,3,1,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,1,15,1,3,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,99011,3,1,1,6,2,14,15,1,1,3,3,3,1,4,3,13.97371619,100.6180948,1,201,à¸ªà¸™à¸²à¸¡à¸à¸µà¸¬à¸²à¸˜à¸¹à¸›à¸°à¹€à¸•à¸¡à¸µà¸¢à¹Œ - à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡,30300,30400,217
57,"['30400_30500_117853_1.jpg', '30400_30500_117853_2.jpg', '30400_30500_117853_3.jpg', '30400_30500_117853_4.jpg']",staff_cu,08/12/2023,,1,201,0.1,2.69,13.974603,100.6178974,,1396,1,3,1,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,1,1,1,3,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,99011,3,1,1,6,2,14,15,1,1,3,3,3,1,4,3,13.97460944,100.6179329,1,201,à¸ªà¸™à¸²à¸¡à¸à¸µà¸¬à¸²à¸˜à¸¹à¸›à¸°à¹€à¸•à¸¡à¸µà¸¢à¹Œ - à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡,30400,30500,221
58,"['30500_30600_117855_1.jpg', '30500_30600_117855_2.jpg', '30500_30600_117855_3.jpg', '30500_30600_117855_4.jpg']",staff_cu,08/12/2023,,1,201,0.1,2.79,13.97549719,100.6177371,,1396,1,3,1,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,1,1,1,3,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,99011,3,1,1,6,2,14,15,1,1,3,3,3,1,4,3,13.97550349,100.6177726,1,201,à¸ªà¸™à¸²à¸¡à¸à¸µà¸¬à¸²à¸˜à¸¹à¸›à¸°à¹€à¸•à¸¡à¸µà¸¢à¹Œ - à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡,30500,30600,225
59,"['30600_30700_117857_1.jpg', '30600_30700_117857_2.jpg', '30600_30700_117857_3.jpg', '30600_30700_117857_4.jpg']",staff_cu,08/12/2023,,1,201,0.1,2.89,13.97639149,100.6175783,,1396,1,3,1,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,1,1,1,3,2,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,99011,3,1,1,6,2,14,15,1,1,3,3,3,1,4,3,13.97639779,100.6176138,1,201,à¸ªà¸™à¸²à¸¡à¸à¸µà¸¬à¸²à¸˜à¸¹à¸›à¸°à¹€à¸•à¸¡à¸µà¸¢à¹Œ - à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡,30600,30700,229
60,"['30700_30800_117859_1.jpg', '30700_30800_117859_2.jpg', '30700_30800_117859_3.jpg', '30700_30800_117859_4.jpg']",staff_cu,08/12/2023,,1,201,0.1,2.99,13.97728579,100.6174194,,1396,1,3,1,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,1,12,1,3,3,12,1,7,3,4,3,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,99011,3,1,1,6,2,14,15,1,1,3,3,3,1,4,3,13.9772921,100.6174549,1,201,à¸ªà¸™à¸²à¸¡à¸à¸µà¸¬à¸²à¸˜à¸¹à¸›à¸°à¹€à¸•à¸¡à¸µà¸¢à¹Œ - à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡,30700,30800,233
61,"['30800_30900_117861_1.jpg', '30800_30900_117861_2.jpg', '30800_30900_117861_3.jpg', '30800_30900_117861_4.jpg']",staff_cu,08/12/2023,,1,201,0.1,3.09,13.9781801,100.6172606,,1396,1,3,1,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,4,17,1,3,3,1,1,6,1,4,4,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,5,2,6,4,1,1,99011,3,1,1,6,2,14,15,1,1,3,3,3,1,4,3,13.9781864,100.6172961,1,201,à¸ªà¸™à¸²à¸¡à¸à¸µà¸¬à¸²à¸˜à¸¹à¸›à¸°à¹€à¸•à¸¡à¸µà¸¢à¹Œ - à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡,30800,30900,237
62,"['30900_31000_117863_1.jpg', '30900_31000_117863_2.jpg', '30900_31000_117863_3.jpg', '30900_31000_117863_4.jpg']",staff_cu,08/12/2023,,1,201,0.1,3.19,13.9790744,100.6171018,,1396,1,3,1,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,2,12,1,3,3,1,2,6,1,1,4,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,3,2,6,4,1,1,99011,3,1,1,6,2,14,15,1,1,3,3,3,1,4,3,13.97908071,100.6171372,1,201,à¸ªà¸™à¸²à¸¡à¸à¸µà¸¬à¸²à¸˜à¸¹à¸›à¸°à¹€à¸•à¸¡à¸µà¸¢à¹Œ - à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡,30900,31000,241
63,"['31000_31100_117865_1.jpg', '31000_31100_117865_2.jpg', '31000_31100_117865_3.jpg', '31000_31100_117865_4.jpg']",staff_cu,08/12/2023,,1,201,0.1,3.29,13.9799794,100.6170025,,1396,1,3,1,1,1,1,1,1,4,2,13,13,11,1,2,1,1,2,1,12,1,3,3,12,1,7,3,1,4,1,1,3,1,1,1,1,2,7,3,7,1,1,1,5,3,2,6,4,1,1,99011,3,1,1,6,2,14,15,1,1,3,3,3,1,4,3,13.97997777,100.6170385,1,201,à¸ªà¸™à¸²à¸¡à¸à¸µà¸¬à¸²à¸˜à¸¹à¸›à¸°à¹€à¸•à¸¡à¸µà¸¢à¹Œ - à¸•à¹ˆà¸²à¸‡à¸£à¸°à¸”à¸±à¸šà¸„à¸¥à¸­à¸‡à¸«à¸¥à¸§à¸‡,31000,31100,245
