image_id,Carriageway,Upgrade cost,Motorcycle observed flow,Bicycle observed flow,Pedestrian observed flow across the road,Pedestrian observed flow along the road driver-side,Pedestrian observed flow along the road passenger-side,Land use - driver-side,Land use - passenger-side,Area type,Speed limit,Motorcycle speed limit,Truck speed limit,Differential speed limits,Median type,Centreline rumble strips,Roadside severity - driver-side distance,Roadside severity - driver-side object,Roadside severity - passenger-side distance,Roadside severity - passenger-side object,Shoulder rumble strips,Paved shoulder - driver-side,Paved shoulder - passenger-side,Intersection type,Intersection channelisation,Intersecting road volume,Intersection quality,Property access points,Number of lanes,Lane width,Curvature,Quality of curve,Grade,Road condition,Skid resistance / grip,Delineation,Street lighting,Pedestrian crossing facilities - inspected road,Pedestrian crossing quality,Pedestrian crossing facilities - intersecting road,Pedestrian fencing,Speed management / traffic calming,Vehicle parking,Sidewalk - driver-side,Sidewalk - passenger-side,Service road,Facilities for motorised two wheelers,Facilities for bicycles,Roadworks,Sight distance,School zone warning,School zone crossing supervisor
132,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,120km/h,90km/h,100km/h,Present,Physical median width 1 to <5m,Not present,≥10m,No object,≥10m,No object,Not present,Wide ≥2.4m,_None_,_None_,Not present,Not applicable,Not applicable,_None_,Four or more,Wide ≥3.25m,Straight or gently curving,Not applicable,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
133,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,100km/h,90km/h,80km/h,Present,Physical median width 0 to <1m,Not present,≥10m,No object,≥10m,No object,Not present,Wide ≥2.4m,_None_,_None_,Not present,Not applicable,Not applicable,_None_,Four or more,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
134,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,100km/h,80km/h,100km/h,Present,Physical median width 1 to <5m,Not present,≥10m,No object,≥10m,No object,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,_None_,Four or more,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
135,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,100km/h,90km/h,100km/h,Present,Physical median width 0 to <1m,Not present,≥10m,No object,≥10m,No object,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,_None_,Four or more,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
136,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,120km/h,90km/h,100km/h,Present,Physical median width 1 to <5m,Not present,≥10m,No object,≥10m,No object,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,_None_,Four or more,Wide ≥3.25m,Straight or gently curving,Not applicable,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
137,Carriageway A of a divided road,High,2 to 3 motorcycles,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,100km/h,90km/h,80km/h,Present,Physical median width 0 to <1m,Not present,≥10m,No object,≥10m,No object,Not present,Wide ≥2.4m,_None_,_None_,Not present,Not applicable,Not applicable,_None_,Two,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
138,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,100km/h,90km/h,80km/h,Present,Safety barrier - concrete,Not present,1 to <5m,Safety barrier - concrete,1 to <5m,Safety barrier - concrete,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,_None_,Two,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
139,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,100km/h,90km/h,80km/h,Present,Safety barrier - concrete,Not present,≥10m,No object,≥10m,No object,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,_None_,Four or more,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
140,Carriageway A of a divided road,High,2 to 3 motorcycles,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,90km/h,80km/h,60km/h,Present,Physical median width 0 to <1m,Not present,≥10m,No object,≥10m,No object,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,_None_,Two,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
141,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Commercial,Commercial,Urban,80km/h,80km/h,60km/h,Present,Physical median width 0 to <1m,Not present,≥10m,No object,≥10m,No object,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,_None_,Four or more,Wide ≥3.25m,Straight or gently curving,Not applicable,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
142,Undivided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,80km/h,80km/h,60km/h,Not present,One way,Not present,≥10m,No object,≥10m,No object,Not present,_None_,_None_,_None_,Not present,Not applicable,Not applicable,_None_,One,Wide ≥3.25m,Straight or gently curving,Not applicable,0% to <7.5%,Good,Sealed - adequate,Adequate,Not present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
143,Undivided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,80km/h,80km/h,60km/h,Not present,Centre line,Not present,≥10m,No object,≥10m,No object,Not present,_None_,_None_,_None_,Not present,Not applicable,Not applicable,_None_,One,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
144,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,80km/h,80km/h,60km/h,Not present,Physical median width 0 to <1m,Not present,≥10m,No object,≥10m,No object,Not present,_None_,_None_,_None_,Not present,Not applicable,Not applicable,_None_,Two,Wide ≥3.25m,Moderate,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Not present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
145,Undivided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,80km/h,80km/h,60km/h,Not present,One way,Not present,≥10m,No object,≥10m,No object,Not present,_None_,_None_,_None_,Not present,Not applicable,Not applicable,_None_,One,Wide ≥3.25m,Moderate,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Not present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
146,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,120km/h,90km/h,100km/h,Present,Safety barrier - concrete,Not present,≥10m,No object,≥10m,No object,Not present,Wide ≥2.4m,_None_,_None_,Not present,Not applicable,Not applicable,_None_,Four or more,Wide ≥3.25m,Straight or gently curving,Not applicable,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
147,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,120km/h,90km/h,100km/h,Present,Physical median width 0 to <1m,Not present,≥10m,No object,≥10m,No object,Not present,Wide ≥2.4m,_None_,_None_,Not present,Not applicable,Not applicable,_None_,Four or more,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
148,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,120km/h,90km/h,100km/h,Present,Safety barrier - concrete,Not present,≥10m,No object,≥10m,No object,Not present,Wide ≥2.4m,_None_,_None_,Not present,Not applicable,Not applicable,_None_,Two,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
149,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,100km/h,90km/h,80km/h,Present,Physical median width 0 to <1m,Not present,≥10m,No object,≥10m,No object,Not present,Wide ≥2.4m,_None_,_None_,Not present,Not applicable,Not applicable,_None_,Two,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
150,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Commercial,Commercial,Urban,90km/h,80km/h,60km/h,Present,Physical median width 0 to <1m,Not present,≥10m,No object,≥10m,No object,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,_None_,Four or more,Wide ≥3.25m,Straight or gently curving,Not applicable,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
151,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Commercial,Commercial,Urban,90km/h,80km/h,60km/h,Present,Safety barrier - concrete,Not present,0 to <1m,Safety barrier - concrete,0 to <1m,Safety barrier - concrete,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,_None_,Four or more,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
152,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Commercial,Commercial,Urban,90km/h,80km/h,60km/h,Present,Physical median width 1 to <5m,Not present,≥10m,No object,≥10m,No object,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,_None_,Four or more,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
153,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Commercial,Commercial,Urban,90km/h,80km/h,60km/h,Present,Safety barrier - concrete,Not present,1 to <5m,Safety barrier - concrete,1 to <5m,Safety barrier - concrete,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,_None_,Four or more,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
154,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Commercial,Commercial,Urban,90km/h,80km/h,60km/h,Present,Safety barrier - concrete,Not present,1 to <5m,Safety barrier - concrete,1 to <5m,Safety barrier - concrete,Not present,Wide ≥2.4m,_None_,_None_,Not present,Not applicable,Not applicable,_None_,Four or more,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
155,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,100km/h,90km/h,80km/h,Present,Physical median width 0 to <1m,Not present,≥10m,No object,≥10m,No object,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,_None_,Four or more,Wide ≥3.25m,Straight or gently curving,Not applicable,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
156,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Commercial,Commercial,Urban,120km/h,90km/h,100km/h,Present,Safety barrier - concrete,Not present,≥10m,No object,≥10m,No object,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,_None_,Four or more,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
157,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Commercial,Commercial,Urban,100km/h,90km/h,80km/h,Present,Safety barrier - concrete,Not present,≥10m,No object,≥10m,No object,Not present,Wide ≥2.4m,_None_,_None_,Not present,Not applicable,Not applicable,_None_,Four or more,Wide ≥3.25m,Straight or gently curving,Not applicable,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
158,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Commercial,Commercial,Urban,120km/h,90km/h,100km/h,Present,Physical median width 0 to <1m,Not present,≥10m,No object,≥10m,No object,Not present,Wide ≥2.4m,_None_,_None_,Not present,Not applicable,Not applicable,_None_,Four or more,Wide ≥3.25m,Straight or gently curving,Not applicable,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
159,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Commercial,Commercial,Urban,90km/h,80km/h,60km/h,Present,Physical median width 0 to <1m,Not present,≥10m,No object,≥10m,No object,Not present,Wide ≥2.4m,Wide ≥2.4m,_None_,Not present,Not applicable,Not applicable,_None_,Two,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
160,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Commercial,Commercial,Urban,120km/h,90km/h,100km/h,Present,Physical median width 0 to <1m,Not present,≥10m,No object,≥10m,No object,Not present,Wide ≥2.4m,_None_,_None_,Not present,Not applicable,Not applicable,_None_,Four or more,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
161,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Commercial,Commercial,Urban,90km/h,80km/h,60km/h,Present,Physical median width 0 to <1m,Not present,≥10m,No object,≥10m,No object,Not present,Wide ≥2.4m,_None_,_None_,Not present,Not applicable,Not applicable,_None_,Four or more,Wide ≥3.25m,Straight or gently curving,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
162,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,90km/h,80km/h,60km/h,Present,Safety barrier - concrete,Not present,≥10m,No object,≥10m,No object,Not present,_None_,_None_,_None_,Not present,Not applicable,Not applicable,_None_,Two,Wide ≥3.25m,Sharp,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Not present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
163,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,100km/h,90km/h,80km/h,Present,Safety barrier - concrete,Not present,0 to <1m,Safety barrier - concrete,0 to <1m,Safety barrier - concrete,Not present,_None_,_None_,_None_,Not present,Not applicable,Not applicable,_None_,Two,Wide ≥3.25m,Sharp,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
164,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,100km/h,80km/h,60km/h,Present,Safety barrier - concrete,Not present,≥10m,No object,≥10m,No object,Not present,Wide ≥2.4m,_None_,_None_,Not present,Not applicable,Not applicable,_None_,Two,Wide ≥3.25m,Moderate,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
165,Carriageway A of a divided road,High,_None_,_None_,_None_,_None_,_None_,Undeveloped areas,Undeveloped areas,Urban,100km/h,80km/h,60km/h,Present,Safety barrier - concrete,Not present,≥10m,No object,≥10m,No object,Not present,_None_,_None_,_None_,Not present,Not applicable,Not applicable,_None_,Two,Wide ≥3.25m,Sharp,Adequate,0% to <7.5%,Good,Sealed - adequate,Adequate,Present,No facility,Not applicable,No facility,Not present,Not present,_None_,_None_,_None_,Not present,_None_,_None_,No road works,Adequate,Not applicable (no school at the location),Not applicable (no school at the location)
