image_id,Carriageway,Upgrade cost,Motorcycle observed flow,Pedestrian observed flow along the road driver-side,Pedestrian observed flow along the road passenger-side,Land use - driver-side,Land use - passenger-side,Area type,Speed limit,Motorcycle speed limit,Truck speed limit,Differential speed limits,Median type,Roadside severity - driver-side distance,Roadside severity - driver-side object,Roadside severity - passenger-side distance,Roadside severity - passenger-side object,Shoulder rumble strips,Paved shoulder - driver-side,Paved shoulder - passenger-side,Intersection type,Intersection channelisation,Intersecting road volume,Intersection quality,Property access points,Number of lanes,Curvature,Quality of curve,Skid resistance / grip,Delineation,Street lighting,Pedestrian crossing facilities - inspected road,Pedestrian crossing quality,Pedestrian crossing facilities - intersecting road,Speed management / traffic calming,Pedestrian fencing,Vehicle parking,Sidewalk - passenger-side,Service road,School zone warning,School zone crossing supervisor
1683,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,1,3,1,3,2,1,1,7,3,7,1,1,1,6,2,4,3
1553,1,2,1,1,1,1,4,2,13,13,11,1,2,1,2,2,8,1,3,1,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
1878,1,1,1,1,1,1,1,1,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1760,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,8,1,3,1,12,1,7,3,4,3,1,3,2,1,1,7,3,7,1,1,1,5,2,4,3
1520,1,2,1,1,1,1,3,2,13,13,11,1,2,1,2,2,15,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,6,2,4,3
678,1,3,1,1,1,1,4,2,19,13,11,2,5,2,2,2,8,1,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
2013,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1335,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,2,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
587,1,3,1,1,1,1,4,2,19,13,11,2,5,2,2,2,15,1,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
320,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1219,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,15,1,3,1,16,1,6,1,1,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
448,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,15,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
820,1,3,1,1,1,1,4,2,19,13,11,2,1,2,1,2,15,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,6,2,2,1
311,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,2,12,1,3,3,1,1,6,1,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1613,1,2,1,1,1,1,3,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
665,1,3,1,1,1,1,4,2,19,13,11,2,5,2,2,2,8,1,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
122,1,3,3,1,1,1,4,2,13,13,11,1,2,1,2,1,12,1,3,3,12,1,7,3,4,4,1,3,1,1,2,7,3,7,1,1,1,2,1,4,3
1512,1,2,1,1,1,1,3,2,13,13,11,1,2,1,2,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
738,1,3,1,1,1,1,1,2,19,13,11,2,5,2,2,2,2,1,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
1819,1,1,1,1,1,1,4,2,13,13,11,1,2,1,2,2,8,1,3,1,12,1,7,3,3,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1190,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,2,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1956,1,2,1,1,1,1,1,1,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1741,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,15,1,3,1,1,1,6,1,4,3,1,3,2,1,1,7,3,7,1,1,1,5,2,4,3
904,1,3,1,1,1,1,4,2,19,13,11,2,1,1,1,2,1,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
1046,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,12,1,3,2,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,6,2,4,3
783,1,3,1,1,1,1,4,2,19,13,11,2,1,2,1,2,2,1,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
434,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,1,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1359,1,2,1,1,1,1,1,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,1,7,3,7,1,1,1,5,2,4,3
1327,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,1,1,7,1,1,1,5,2,4,3
1864,1,1,1,1,1,1,1,1,13,13,11,1,1,1,1,2,8,1,3,1,16,1,6,1,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1772,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,2,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
336,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1347,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,2,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
808,1,3,1,1,1,1,4,2,19,13,11,2,1,2,1,2,2,2,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
167,1,3,2,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,2,1,1,6,1,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1788,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,2,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
309,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,2,12,1,3,3,1,1,6,1,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
669,1,3,1,1,1,1,4,2,19,13,11,2,5,2,2,2,8,1,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
209,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,15,1,3,3,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1171,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,2,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
304,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,3,12,1,7,3,4,4,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1168,1,2,1,1,1,1,4,2,13,13,11,1,2,1,2,2,2,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1763,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,1,8,1,3,1,12,1,7,3,4,3,1,3,2,1,1,7,3,7,1,1,1,5,2,4,3
1707,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,2,15,1,3,1,1,1,6,1,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
1949,1,2,1,1,1,1,1,1,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1402,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,1,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
201,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,3,1,1,6,1,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1038,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,2,1,3,2,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,6,2,4,3
429,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,1,1,3,1,12,1,7,3,1,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
169,1,3,2,1,1,1,4,2,13,13,11,1,2,1,2,1,15,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
111,1,3,1,1,1,1,4,2,11,11,7,1,2,1,2,2,12,1,3,3,12,1,7,3,1,4,1,3,1,1,2,7,3,7,1,1,1,3,1,4,3
1036,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,2,1,3,2,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,6,2,4,3
863,1,3,1,1,1,1,4,2,19,13,11,2,1,1,1,2,15,1,3,2,12,1,7,3,1,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
76,1,3,2,1,1,1,4,2,11,11,7,1,6,1,12,2,12,1,3,3,12,1,7,3,1,4,1,3,1,1,2,7,3,7,1,1,1,2,1,4,3
1164,1,2,1,1,1,1,4,2,13,13,11,1,2,1,2,2,2,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
256,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,3,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
381,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,1,1,1,6,1,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1377,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,2,1,3,1,12,1,7,3,4,3,1,3,1,1,1,7,3,7,1,1,1,5,2,4,3
1076,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,12,1,3,2,1,1,4,1,1,4,1,3,2,1,2,7,3,7,1,1,1,6,2,4,3
1251,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,3,12,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,6,2,4,3
1567,1,2,1,1,1,1,4,2,13,13,11,1,2,1,2,2,1,1,3,1,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
1519,1,2,1,1,1,1,3,2,13,13,11,1,2,1,2,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
2019,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,2,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
300,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,15,1,3,3,1,1,4,1,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1506,1,2,1,1,1,1,4,2,13,13,11,1,2,1,2,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,1,1,7,1,1,1,5,2,4,3
1665,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
168,1,3,2,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,2,1,1,6,1,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1617,1,2,1,1,1,1,3,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
811,1,3,1,1,1,1,4,2,19,13,11,2,1,1,1,1,15,1,3,3,12,1,7,3,4,3,1,3,1,2,2,7,3,7,2,1,1,6,2,4,3
100,1,3,1,1,1,1,4,2,11,11,7,1,5,1,13,2,11,1,3,3,1,1,6,1,4,4,1,3,1,1,2,7,3,7,1,1,1,2,1,4,3
1996,1,1,1,1,1,1,1,1,13,13,11,1,2,1,2,4,12,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
622,1,3,1,1,1,1,4,2,19,13,11,2,5,2,2,2,1,1,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,2,1
636,1,3,1,1,1,1,4,2,19,13,11,2,5,2,2,2,15,1,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
253,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,3,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
337,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1891,1,1,1,1,1,1,1,1,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1491,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1964,1,2,1,1,1,1,1,1,13,13,11,1,6,1,15,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1750,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,1,3,1,3,2,1,1,7,3,7,1,1,1,5,2,4,3
526,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,2,12,1,3,3,12,1,7,3,1,4,1,3,1,1,2,7,3,7,1,1,1,3,1,4,3
1035,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,2,1,3,2,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,6,2,4,3
876,1,3,1,1,1,1,4,2,19,13,11,2,1,1,1,2,1,2,3,2,12,1,7,3,4,3,1,3,1,1,2,1,1,7,2,1,1,5,2,4,3
346,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,1,12,1,7,3,1,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1514,1,2,1,1,1,1,3,2,13,13,11,1,2,1,2,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1679,1,1,1,1,1,1,1,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,2,1,1,7,3,7,1,1,1,5,2,4,3
574,1,3,1,1,1,1,4,2,13,13,11,1,5,2,2,2,15,1,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
945,1,3,1,1,1,1,4,2,19,13,11,2,1,1,1,1,2,1,3,3,12,1,7,3,4,3,1,3,2,1,2,7,3,7,2,1,1,5,2,4,3
1554,1,2,1,1,1,1,4,2,13,13,11,1,2,1,2,2,15,1,3,1,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
597,1,3,1,1,1,1,4,2,19,13,11,2,5,2,2,2,1,1,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
1407,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,1,15,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1387,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,3,12,1,3,1,1,1,4,1,4,3,1,3,1,1,1,7,3,7,1,1,1,5,2,4,3
1437,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,1,15,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
753,1,3,1,1,1,1,4,2,19,13,11,2,5,2,2,2,2,1,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,2,1
493,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
173,1,3,2,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
421,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,1,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
685,1,3,1,1,1,1,4,2,19,13,11,2,5,2,2,2,15,1,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
1277,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,8,1,3,2,12,1,7,3,4,3,1,3,1,1,1,7,3,7,1,1,1,5,2,4,3
1806,1,1,1,1,1,1,4,2,13,13,11,1,1,1,15,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1053,1,2,1,1,1,1,3,2,13,13,11,1,1,1,1,2,12,1,3,2,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
1888,1,1,1,1,1,1,1,1,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
444,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,15,1,3,3,12,1,7,3,4,3,1,3,1,1,2,7,3,1,1,1,1,5,2,4,3
1990,1,1,1,1,1,1,1,1,13,13,11,1,2,1,2,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
838,1,3,1,1,1,1,4,2,19,13,11,2,1,1,1,2,2,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
902,1,3,1,1,1,1,4,2,19,13,11,2,1,1,1,2,1,1,3,2,12,1,7,3,1,3,1,3,1,1,2,7,3,7,2,1,1,6,2,4,3
61,1,3,1,1,1,1,4,2,11,11,7,1,6,1,12,2,12,1,3,3,12,1,7,3,1,4,1,3,1,1,2,7,3,7,1,1,1,2,1,4,3
762,1,3,1,1,1,1,4,2,19,13,11,2,5,2,2,2,2,1,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,2,1
2017,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,15,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
786,1,3,1,1,1,1,4,2,19,13,11,2,1,2,1,2,2,1,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
603,1,3,1,1,1,1,4,2,19,13,11,2,5,2,2,2,1,1,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
1218,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,15,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1686,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,1,3,1,3,2,1,1,7,3,7,1,1,1,6,2,4,3
1195,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,2,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1390,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,1,8,1,3,1,12,1,7,3,4,3,1,3,1,1,1,7,3,7,1,1,1,5,2,4,3
1364,1,2,1,1,1,1,1,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,1,7,3,7,1,1,1,5,2,4,3
1823,1,1,1,1,1,1,4,2,13,13,11,1,2,1,2,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1430,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1803,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
306,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,12,1,3,3,12,1,7,3,4,4,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
453,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1495,1,2,1,1,1,1,4,2,13,13,11,1,2,1,2,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,1,1,7,1,1,1,5,2,4,3
1103,1,2,1,1,1,1,4,2,13,13,11,1,2,1,2,2,2,1,3,2,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
1241,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,12,1,3,2,1,1,4,1,1,4,1,3,1,1,2,7,3,7,1,1,1,5,1,4,3
1152,1,2,1,1,1,1,4,2,13,13,11,1,2,2,2,2,2,1,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1660,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
646,1,3,1,1,1,1,4,2,19,13,11,2,5,2,2,2,2,1,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
745,1,3,1,1,1,1,1,2,19,13,11,2,5,2,2,2,2,1,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
1901,1,1,1,1,1,1,1,1,13,13,11,1,1,1,1,4,12,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
286,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,3,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1695,1,1,1,1,1,1,4,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,2,1,1,7,3,7,1,1,1,5,2,4,3
600,1,3,1,1,1,1,4,2,19,13,11,2,5,2,2,2,1,1,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
520,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,3,12,1,3,3,12,1,7,3,1,4,1,3,1,1,2,7,3,7,1,1,1,3,1,4,3
1881,1,1,1,1,1,1,1,1,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
34,1,3,3,1,1,1,1,2,11,11,7,1,6,1,12,2,12,1,3,3,12,1,7,3,4,4,1,3,1,1,2,7,3,7,1,1,1,2,1,4,3
1090,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,8,1,3,2,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
1493,1,2,1,1,1,1,4,2,13,13,11,1,2,1,2,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,1,1,7,1,1,1,5,2,4,3
528,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,2,12,1,3,3,12,1,7,3,1,4,1,3,1,1,2,1,1,7,1,1,1,3,1,4,3
922,1,3,2,1,1,1,4,2,19,13,11,2,1,1,1,2,2,1,3,2,12,1,7,3,4,3,1,3,2,1,2,7,3,7,2,1,1,5,2,4,3
627,1,3,1,1,1,1,4,2,19,13,11,2,5,2,2,2,1,1,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,2,1
1230,1,2,1,1,1,1,1,2,13,13,11,1,1,1,1,3,12,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
977,1,2,1,1,1,1,1,2,13,13,11,1,1,1,1,2,12,1,3,3,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,6,2,4,3
1379,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,2,1,3,1,12,1,7,3,4,3,1,3,1,1,1,7,3,7,1,1,1,5,2,4,3
941,1,3,1,1,1,1,4,2,19,13,11,2,1,1,1,1,1,1,3,3,12,1,7,3,4,3,1,3,2,1,2,7,3,7,2,1,1,5,2,4,3
1898,1,1,1,1,1,1,1,1,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1401,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,1,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
353,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
598,1,3,1,1,1,1,4,2,19,13,11,2,5,2,2,2,1,1,2,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
1880,1,1,1,1,1,1,1,1,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1214,1,2,1,1,1,1,1,2,13,13,11,1,1,1,1,3,12,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
355,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
487,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
996,1,2,1,1,1,1,1,2,13,13,11,1,1,1,1,3,11,1,3,3,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,6,2,4,3
1275,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,8,1,3,2,12,1,7,3,4,3,1,3,1,1,1,7,3,7,1,1,1,5,2,4,3
273,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,2,1,3,3,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
853,1,3,1,1,1,1,4,2,19,13,11,2,1,1,1,1,12,1,3,3,12,1,7,3,4,3,1,3,1,1,2,7,3,7,2,1,1,5,2,4,3
1623,1,2,1,1,1,1,3,2,13,13,11,1,1,1,1,2,8,1,3,1,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
1047,1,2,1,1,1,1,4,2,13,13,11,1,1,1,1,2,12,1,3,2,12,1,7,3,4,3,1,3,2,1,2,7,3,7,1,1,1,6,2,4,3
224,1,3,1,1,1,1,4,2,13,13,11,1,2,1,2,1,1,1,3,2,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
1050,1,2,1,1,1,1,1,2,13,13,11,1,1,1,1,2,2,1,3,2,1,1,6,1,4,3,1,3,2,1,2,7,3,7,1,1,1,5,2,4,3
1846,1,1,1,1,1,1,1,1,13,13,11,1,2,1,2,4,12,1,3,1,12,1,7,3,4,3,1,3,1,1,2,7,3,7,1,1,1,5,2,4,3
